id,ID2,Einrichtung,Trager,Anzeigen,Typ,Schlagworte,Zielgruppe,Beratungsmoglichkeiten,Prio,Sprachen,Barrierefreiheit,Kategorie,Uber_uns,Strasse,Hausnummer,Zusatz,PLZ,Bezirk,Stadtteil,Telefonnummer,EMail,Website,c24_h_7_Tage,Montag,Dienstag,Mittwoch,Donnerstag,Freitag,Samstag,Sonntag,Art_der_Anmeldung,Weitere_Offnungszeiten,lat,long,Ready
27,114,Berliner Krisendienst Treptow-Köpenick,"Albatros gGmbH , Caritasverband für das Erzbistum Berlin e.V. ,  Neuhland Hilfe in Krisen gGmbH , Kontakt- und Begegnungsstätte e.V. (KBS e.V.); Krisen- und Beratungsdienst e.V. (KUB e.V.); Platane 19 gGmbH",1,Beratung,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,"Deutsch, Englisch, ggf. können Dolmetscher hinzugezogen werden",Rollstuhlgerechter Zugang,Krisendienst,"Der Berliner Krisendienst hilft schnell und qualifiziert bei psychosozialen Krisen bis hin zu akuten psychiatrischen Notsituationen. Kostenlos. 24 Stunden am Tag. Auf Wunsch anonym. Telefonisch, persönlich und in zugespitzten Situationen vor Ort (ggf. mit Ärzt*in in Rufbereitschaft). Onlineberatungen nach Terminvergabe. An 9 Berliner Standorten auch in Ihrer Nähe.",Spreestraße,6,,12439,Treptow-Köpenick,Niederschöneweide,030 3906380,info@berliner-krisendienst.de,https://www.berliner-krisendienst.de/ich-brauche-hilfe/treptow-koepenick/,nein,16:00 - 00:00,16:00 - 00:00,16:00 - 00:00,16:00 - 00:00,16:00 - 00:00,16:00 - 00:00,16:00 - 00:00,"Keine Anmeldung nötig. Termine können vereinbart werden: vor Ort, per Mail, telefonisch oder online.","Überregionaler Bereitschaftsdienst aller Regionen. Nachts von 0:00 Uhr bis 8:00 Uhr und an den Wochenenden und Feiertagen von 8:00 bis 16:00 Uhr (in dringenden Fällen Hausbesuche, Ärzt*in in Rufbereitschaft): Große Hamburger Straße 5, 10115 Berlin-Mitte, im Ärztehaus Hedwig, Aufgang 1, EG links. Telefon 030 390 63 10. Werktags von 8 bis 16 Uhr nur telefonische Information und Weitervermittlung – Telefon 030 390 63 10.",52.45751,13.51256,true
28,627,BIG Intervention,BIG e.V.,1,Beratung,"[""L"",23,21,25,24,17,20,13,22]","Senioren, Angehörige, Divers, Frauen, Kinder & Jugendliche, LSBTIQ*, Migration & Flucht",,Hoch,"Arabisch, Deutsch, Englisch, Französisch, Spanisch, Weitere Sprachen mit Sprachmittlung","Gebärdensprechende vor Ort, Rollstuhlrechter Zugang",Andere Kontakt- und Beratungsstellen,"BIG Intervention bietet Personen, die von Häuslicher Gewalt betroffen sind, persönliche und kurzfristige Unterstützung und Begleitung bei den ersten Schritten heraus aus der Gewaltsituation sowie Unterstützungsangebote für mitbetroffene Kinder.",Durlacher Str.,11a,,10715,Charlottenburg-Wilmersdorf,Wilmersdorf,030 6110-301,koordinierung@big-hotline.de,https://www.big-mobil.de/,nein,08:00 - 17:30,08:00 - 17:30,08:00 - 17:30,08:00 - 17:30,08:00 - 17:30,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.4797363,13.3336248,true
29,584,Bülow-Eck,Notdienst für Suchtmittelgefährdete und -abhängige Berlin e.V.,1,Beratung,"[""L"",6,9]",,,Mittel,"Deutsch,Englisch, Spanisch, Weitere Sprachen mit Sprachmittlung,Sonstige",Rollstuhlgerechte Einrichtung,IGPP Handlungsfeld Drogen/Sucht,"Essens- und Getränkeangebote (Kaffee, Wasser, Tee, warme Mahlzeit); kostenfreie Dusche: Kleidung waschen und trocknen - Kleiderspende -  Voraussetzungsloser Aufenthalt - Perspektiventwicklung mit Unterstützung durch Sozialarbeit; Zugang zu digitalen Angeboten/ W-Lan",Bülowstraße,106,,10783,Tempelhof-Schöneberg,Schöneberg,0176 15167857,streetwork@notdienstberlin.de,https://www.drogennotdienst.de,nein,11:00 - 17:00,11:00 - 17:00,11:00 - 17:00,11:00 - 17:00,11:00 - 17:00,Geschlossen,Geschlossen,Keine Anmeldung nötig.,,52.49960534,13.3551492,true
30,440,Caritas Jugend- und Suchtberatung,Caritasverband für das Erzbistum Berlin e.V.,1,Beratung,"[""L"",7,9,12,8,25,20]","Angehörige, Kinder & Jugendliche",,Mittel,"Deutsch, Arabisch, Englisch, Kurdisch, Türkisch","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",IGPP Handlungsfeld Drogen/Sucht,"Angebot für Jugendliche, erwachsene Suchtmittelkonsumierende, suchtkranke Eltern, deren Kinder und Angehörige und Personen, die beruflich mit Suchtmittelkonsumierenden in Berührung kommen. Wir bieten Informationen, Beratung, Begleitung, Unterstützung in Krisen; Beratung, in Krankenhäusern und Justizvollzugsanstalten; Vermittlung z. B. in Entgiftung, Therapie, Selbsthilfe; Angebote für junge Konsumierende von Cannabis und Alkohol; Spritzentausch",Hasenmark,3,,13585,Spandau,Spandau,030 66633630,sucht-spandau@caritas-berlin.de,https://www.caritas-berlin.de,nein,10:00 - 17:00,10:00 - 17:00,13:00 - 16:00,10:00 - 18:00,10:00 - 15:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail","Offene Sprechstunde: Donnerstags 16:00 - 18:00 Uhr , es ist keine Terminvereinbarung nötig",52.54121,13.19867,true
31,396,Checkpoint BLN,Schwulenberatung Berlin,1,Beratung,"[""L"",3,6,23,24,13,25]","Divers, LSBTIQ*, Angehörige",,Mittel,"Deutsch, Arabisch, Englisch, Russisch, Weitere Sprachen mit Sprachmittlung",Rollstuhlgerechter Zugang,Kontakt-und Beratungsstelle,"Die TIN*-Antigewaltberatung der Schwulenberatung Berlin bietet Beratung für trans*, inter* und nicht-binäre Menschen an, die Gewalt erleben oder erlebt haben. Das kann psychische, körperliche, sexualisierte Gewalt, Gewalt im Internet oder tin*feindliche Hassgewalt sein.  Es wird ein mobiles Beratungsangebot für tin* Sexarbeiter*innen geben. Auch An- und Zugehörige von Betroffenen und Zeug*innen von tin*feindlicher Hassgewalt werden beraten.",Hermannstraße,256-258,3. Stock (mit Fahrstuhl),12049,Neukölln,Neukölln,030 446688114,info@schwulenberatungberlin.de,https://schwulenberatungberlin.de/angebote/tin-antigewaltberatung/,nein,14:00 - 20:00,14:00 - 20:00,14:00 - 20:00,14:00 - 20:00,14:00 - 18:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",,52.485707,13.42445356,true
32,503,Deck24 Glücksspielberatung,Stiftung SPI Sozialpädagogisches Institut Berlin »Walter May«,1,Beratung,"[""L"",10]",,,Hoch,"Deutsch, Englisch, Italienisch",Rollstuhlgerechter Zugang,Kontakt- und Beratungsstelle,"Sie spielen, wetten, zocken? Online oder analog? Oder alles davon? Wir bieten ein Gespräch dazu - ergebnisoffen, kostenfrei und auf Wunsch anonym. Sie kennen und wertschätzen eine Person, die glücksspielt und das belastet Sie? Wir bieten auch Einzelgespräche und Gruppenveranstaltungen für Angehörige. Alle Einzelgespräche können vor Ort, per Video oder Telefon stattfinden, auch außerhalb unserer Öffnungszeiten.",John-Schehr-Straße,24,,10407,Pankow,Prenzlauer Berg,030 42023023,deck24@stiftung-spi.de,https://deck24-berlin.de/,nein,10:00 - 16:00,12:00 - 18:00,10:00 - 15:00,14:00 - 18:00,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail, Online",Offene Sprechstunde: Donnerstag 16:00 bis 17.00 Uhr,52.536150415690436,13.43719947,true
33,Sen007,Department für Seelische Gesundheit,Vivantes Netzwerk für Gesundheit GmbH Humboldt-Klinikum / Am Nordgraben,1,Klinik,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,Keine Angabe,Pflichtversorgende Klinik,Die Klinik versorgt im Bezirk Reinickendorf psychisch kranke und suchtkranke Menschen mit besonders schweren Erkrankungen oder in akuten Notfällen. In allen Berliner Bezirken gibt es an mindestens einem Krankenhaus eine Fachabteilung für Psychiatrie oder ein psychiatrisches Fachkrankenhaus.,Am Nordgraben,2,EG Station 01,13509,Reinickendorf,Wittenau,"030 13012-2100, 030 13012-1060",department-seelischegesundheit.huk@vivantes.de,https://www.vivantes.de/humboldt-klinikum/seelische-gesundheit,ja,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,"Termine können vereinbart werden: telefonisch, per Mail",,52.58982542307742,13.309370828835837,true
34,581,der blaue laden,Albatros gGmbH,1,Beratung,"[""L"",1,3,5,6,2]",,,Mittel,"Deutsch,Englisch,Russisch",Keine Angabe,Kontakt- und Beratungsstelle,"Wir sind eine unabhängige und neutrale Kontakt- und Beratungsstelle im Stadtbezirk Lichtenberg. Das Angebot der KBS Lichtenberg richtet sich an psychisch erkrankte bzw. psychiatrieerfahrene Menschen, Menschen mit seelischen Beeinträchtigungen, sowie deren Angehörige, Freunde und Menschen, die sich einsam fühlen und Lust haben Kontakte zu knüpfen. Kostenlos, unbürokratisch, niedrigschwellig, ohne lange Wartezeiten und auf Wunsch anonym.",Hagenstraße,5,,10365,Lichtenberg,Lichtenberg,030 5578686,kbs.liberg@albatrosggmbh.de,https://www.albatrosggmbh.de/beratungsstellen/kontakt-und-beratungsstellen/lichtenberg/beschreibung.html,nein,10:00 - 16:00,13:00 - 18:00,10:00 - 18:00,10:00 - 18:00,Geschlossen,13:00 - 18:00,14:00 - 18:00,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail, Online","Termine nach Vereinbarung. Wir sind nicht immer persönlich erreichbar, weil wir in Gruppen, Gesprächen oder bereits im Telefonat sind. Bitte eine Nachricht auf dem AB hinterlassen und wir rufen, sobald es uns möglich ist, zurück.",52.51314707,13.49969783,true
35,177,dick & dünn: angelique hentschel,dick & dünn: angelique hentschel,1,Beratung,"[""L"",4]",,,Hoch,,Keine Angabe,IGPP Handlungsfeld Besondere Bedarfslagen,"Anzeichen einer Essstörungen sind: Gedanken kreisen vermehrt um die Themen Essen und Körper, Veränderung des Essverhaltens Nahrungsverweigerung, unkontrollierte Essanfälle, heimliches Essen, Panik vorm Zunehmen, Ablehnen des eigenen Körpers, hoher Leidensdruck.",Innsbrucker Straße,37,,10825,Tempelhof-Schöneberg,,030 8544994,info@dick-und-duenn-berlin.de,https://www.dick-und-duenn-berlin.de,nein,13:00 - 15:00,15:00 - 17:00,Geschlossen,12:00  14:00,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: Vor Ort in der Einrichtung, Telefonberatung, Rückrufservice, Videoberatung","telefonische Terminvereinbahrung: Montag, Dienstag und Freitag zwischen 10:00 – 12:00 Uhr",52.48101,13.34302,true
37,267,DIE INSEL,Kompaxx e.V.,1,Beratung,"[""L"",16,20,22,25]","Kinder & Jugendliche, Migration & Flucht, Angehörige",,Hoch,"Deutsch, Englisch",Rollstuhlgerechter Zugang,IGPP Handlungsfeld Besondere Bedarfslagen,"DIE INSEL bietet Beratung und Unterstützung für Kinder und Jugendliche mit einer chronischen Erkrankung wie z.B. Asthma, Neurodermitis, Diabetes, Nieren- oder Herzerkrankungen an. Wir unterstützen durch Einzel - und Familienberatung, beraten zu sozialrechtlichen Fragen oder helfen bei der Weitervermittlung an geeignete Fachdienste. Zudem bieten wir aufsuchende Beratung und Begleitung für geflüchtete Familien an.",Fechnerstraße,18,,10717,Charlottenburg-Wilmersdorf,Wilmersdorf,030 8621213,dieinsel@kompaxx.de,http://dieinsel.kompaxx.de,nein,Geschlossen,10:00 - 13:00,10:00 - 13:00,15:00 - 18:00,Geschlossen,Geschlossen,15:00 - 18:00,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",Persönliche Beratung mit Terminvereinbarung von Montag-Freitag möglich.,52.48858,13.32131,true
38,602,DigiSucht,"Gemeinschaftlich vertreten durch Stiftung SPI, Caritas, Notdienst",1,Online,"[""L"",10,11,7,9,12]",,,Hoch,"Deutsch, Englisch",Keine Angabe,Sonstiges,"Kostenfreie und anonyme Onlineberatung zu allen Fragen rund um die Themen Drogen, Sucht, Substanzkonsum, Glücksspielen und Medienkonsum.",,,,,,,keine,digisucht-berlin@SenWGPG.Berlin.de,https://www.suchtberatung.digital/,ja,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,Termine können vereinbart werden: Online,,,,true
39,458,"DMSG LV Berlin e.V. Beratung, Unterstützung und Selbsthilfe für Menschen mit Multipler Sklerose",Deutsche Multiple Sklerose Gesellschaft Landesverband Berlin e.V.,1,Beratung,"[""L"",1,3,6,12,16,25]",Angehörige,,Mittel,"Deutsch, Englisch, Weitere Sprachen","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",IGPP Handlungsfeld Besondere Bedarfslagen,"Menschen mit Multipler Sklerose, sowie deren Angehörige und Helfer erhalten Unterstützung bei der Bewältigung des Lebens mit der Diagnose Multiple Sklerose. Durch: Beratung durch Sozialpädagog*innen, Psycholog*innen und selbst von MS Betroffene zu allen Themen zum Alltag und Leben mit Multipler Sklerose. Durch Informationsveranstaltungen und die Weitergabe von Informationsmaterialien. Durch: Gruppenangebote für Austausch und gegenseitige Stärkung. Ergänzend dazu bieten wir sozialpädagogische Teilhabeassistenz für Menschen mit Multipler Sklerose an.",Aachener Straße,16,,10713,Charlottenburg-Wilmersdorf,Wilmersdorf,030 3130647,info@dmsg-berlin.de,https://www.dmsg-berlin.de/,nein,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 15:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",Außerhalb der genannten Erreichbarkeitszeiten ist eine Beratung nach vorheriger Terminvereinbarung auch zu früherer oder spätere Zeit möglich.,52.4794,13.31861,true
40,413,Drogen- und Suchtberatung Marzahn-Hellersdorf,vista gGmbH,1,Beratung,"[""L"",7,9,12,8]",,,Mittel,"Deutsch, Englisch, Russisch",Keine Angabe,IGPP Handlungsfeld Drogen/Sucht,"In unserem Zentrum für integrative Suchthilfe informieren und beraten wir Sie zu Konsum von psychoaktiven Substanzen (Drogen, Alkohol, Medikamente), zu Sucht, Entzug, Therapie und Nachsorge, zu Substitution, Safer Use, Infektionsprophylaxe und vieles mehr.
Wollen Sie Ihren Konsum reduzieren oder beenden? Wir unterstützen und begleiten Sie auf Ihrem Weg zu mehr Konsumkompetenz, um das Risiko gesundheitsschädigender Folgen zu reduzieren. Bei Bedarf vermitteln wir Sie weiter. 
Zu unseren Angeboten gehören auch die Sprechstunde für Partydrogenkonsument*innen sowie Selbsthilfegruppen und angeleitete Gruppen.",Allee der Kosmonauten,47,im Gesundheitszentrum Springpfuhl,12681,Marzahn-Hellersdorf,Marzahn,030 290278181,marzahn@vistaberlin.de,https://vistaberlin.de/einrichtungen/drogen-und-suchtberatung-marzahn-hellersdorf/,nein,10:30 - 17:00,10:30 - 17:00,13:30 - 18:00,10:30 - 17:00,Geschlossen,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",Offene Sprechstunde: Di 11:00 bis 13:00 Uhr und Mi 15:00 bis 17:00 Uhr. Partydrogensprechstunde: Mi 15:00 bis 17:00 Uhr.,52.52612,13.53434,true
41,410,Drogen- und Suchtberatung Misfit,vista gGmbH,1,Beratung,"[""L"",7,9,12,8,25]",Angehörige,,Mittel,"Deutsch, Arabisch, Englisch, Polnisch, Russisch, Türkisch",Keine Angabe,IGPP Handlungsfeld Drogen/Sucht,"In unserem Zentrum für integrative Suchthilfe informieren und beraten wir Sie: Konsum von psychoaktiven Substanzen (Drogen, Alkohol, Medikamente), zu Sucht, Entzug, Therapie und Nachsorge, zu Substitution, Safer Use, Infektionsprophylaxe und vieles mehr.
Wollen Sie Ihren Konsum reduzieren oder beenden? Wir unterstützen und begleiten Sie auf Ihrem Weg zu mehr Konsumkompetenz, um das Risiko gesundheitsschädigender Folgen zu reduzieren. Bei Bedarf vermitteln wir Sie weiter. 
Zu unseren Angeboten gehören auch die Sprechstunden für Jugendliche, Angehörige, Partydrogenkonsument*innen sowie Selbsthilfegruppen und angeleitete Gruppen.",Muskauer Straße,24,"Hof, Seitenflügel",10997,Friedrichshain-Kreuzberg,Kreuzberg,030 6981400,misfit@vistaberlin.de,https://vistaberlin.de/einrichtungen/drogen-und-suchtberatung-misfit/,nein,10:00 - 17:00,13:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 16:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",Offene Sprechstunde: Mo 15:00 bis 16:30 Uhr und Mi 11:00 bis 12:30 Uhr. Partydrogensprechstunde: 15:00 bis 16:30 Uhr.,52.50309,13.42726,true
42,452,Drogen- und Suchtberatung Treptow-Köpenick,vista gGmbH,1,Beratung,"[""L"",7,9,12,8,25]",Angehörige,,Mittel,"Deutsch, Englisch",Keine Angabe,IGPP Handlungsfeld Drogen/Sucht,"Information und Beratung: Wirkung und Risiken von psychoaktiven Substanzen, Wege zu mehr Konsumkompetenz (Programme wie Kontrolliertes Trinken). Beratung für Partydrogenkonsument*innen, Beratung für Angehörige.
Vermittlung in weiterführende Angebote, in Selbsthilfe, Entzugsmöglichkeiten und Therapieformen sowie Nachsorge.",Müggelheimer Straße,55,,12555,Treptow-Köpenick,Köpenick,030 6167419-00,treptow@vistaberlin.de,https://vistaberlin.de/einrichtungen/drogen-und-suchtberatung-treptow-koepenick/,nein,10:30 - 16:30,10:30 - 16:30,14:00 - 18:00,10:30 - 16:30,Geschlossen,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",Offene Sprechstunde: Mi 15:00 bis 17 Uhr. Partydrogensprechstunde:  Mi 15:00 bis 17 Uhr.,52.44355,13.58089,true
43,Sen044,Drogenberatung Nord,Stiftung SPI,1,Beratung,"[""L"",7,9,12,8]",,,Hoch,Deutsch,Keine Angabe,IGPP Handlungsfeld Drogen/Sucht,,Alt-Reinickendorf,23-24,,13407,Reinickendorf,,030 4938088,"drogenhilfe-nord@stiftung-spi.de ",https://www.stiftung-spi.de/service/projekte/detail/drogenhilfe-nord,nein,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 14:00,Geschlossen,Geschlossen,Bitte Termin vereinbaren: telefonisch,Bitte melden Sie sich telefonisch in der Zeit von Mo. bis Fr. 10:00–16:00 Uhr an.,52.57541,13.35195,true
44,78,Drogenkonsummobil + Container auf dem Leopoldplatz,Fixpunkt e. V.,1,Beratung,"[""L"",9]",,,Mittel,"Deutsch, Englisch, Russisch",Keine Angabe,IGPP Handlungsfeld Drogen/Sucht,"Am Container bekommen Drogenabhängige hygienische Konsumutensilien und sozialarbeiterische Beratung, Information und Hilfen zur Überlebenssicherung, bei Sucht und anderen Gesundheitsproblemen. Im Drogenkonsummobil können selbst mitgebrachte Opioide, Kokain oder Amphetamin unter pflegerischer Aufsicht konsumiert werden (Spritzen, Sniefen, Inhalieren).",Kreuzung Schulstraße,,"hinter der Alten Nazarethkirche, am BVG-Pausenhaltestellen-Bereich",13347,Mitte,Wedding,0170 7948745,dkr@fixpunkt.org,https://www.fixpunkt.org/mitte/,nein,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,12:00 - 17:00,Geschlossen,Keine Anmeldung nötig.,"Öffnungszeiten Container ohne Drogenkonsumangebot: Mo - Fr: 10:00 - 17:00, Sa 12:00 - 17:00. Öffnungszeiten sind veränderlich. Bitte auf Website überprüfen https://www.fixpunkt.org/drogenkonsummobile.",52.54790926,13.36166203,true
45,75,Drogenkonsummobil + Kontaktmobil Anita-Berber-Park,Fixpunkt e. V.,1,Beratung,"[""L"",9]",,,Mittel,"Deutsch, Englisch",Keine Angabe,IGPP Handlungsfeld Drogen/Sucht,"Im Drogenkonsummobil können selbst mitgebrachte Opioide, Kokain oder Amphetamin unter pflegerischer Aufsicht konsumiert werden (Spritzen, Inhalieren, Sniefen). Im Kontakt- und Beratungsmobil bekommen Drogenabhängige hygienische Konsumutensilien und bekommen sozialarbeiterische und pflegerische Beratung, Information und Hilfen zur Überlebenssicherung, bei Sucht und anderen Gesundheitsproblemen.",Hermannstraße,79,"auf dem Gehweg vor dem Eingang zum Park, Nähe U-Bahn-Ausgang",12049,Neukölln,Neukölln,0170 7948743,neukoelln@fixpunkt.org,https://www.fixpunkt.org/drogenkonsummobile,nein,Geschlossen,12:30 - 17:00,12:30 - 17:00,12:30 - 17:00,Geschlossen,Geschlossen,Geschlossen,Keine Anmeldung nötig.,Das Angebot pausiert bis auf Weiteres (Stand: Juli 2024). Bitte Website checken: https://www.fixpunkt.org/drogenkonsummobile,52.472682,13.428329,true
46,73,Drogenkonsummobil + Kontaktmobil Stuttgarter Platz,Fixpunkt e. V.,1,Beratung,"[""L"",9]",,,Mittel,"Deutsch, Englisch, Russisch",Keine Angabe,IGPP Handlungsfeld Drogen/Sucht,"Im Drogenkonsummobil können selbst mitgebrachte Opioide, Kokain oder Amphetamin unter pflegerischer Aufsicht konsumiert werden (Spritzen, Inhalieren, Sniefen). Im Kontakt- und Beratungsmobil bekommen Drogenabhängige hygienische Konsumutensilien und bekommen sozialarbeiterische und pflegerische Beratung, Information und Hilfen zur Überlebenssicherung, bei Sucht und anderen Gesundheitsproblemen.","Stuttgarter Platz, Lewishamstraße",,auf dem Gehweg an der Grünanlage,10627,Charlottenburg-Wilmersdorf,Charlottenburg,0170 7948745,cw@fixpunkt.org,https://www.fixpunkt.org,nein,13:00 - 18:00,13:00 - 18:00,13:00 - 18:00,13:00 - 18:00,13:00 - 18:00,Geschlossen,Geschlossen,Keine Anmeldung nötig.,Öffnungszeiten sind veränderlich. Bitte auf Website überprüfen https://www.fixpunkt.org/drogenkonsummobile.,52.50532,13.30334,true
47,306,Drogennotdienst,Notdienst für Suchtmittelgefährdete und -abhängige e.V.,1,Beratung,"[""L"",7,9,8,15,24,13,25]","Divers, LSBTIQ*, Angehörige",,Hoch,"Arabisch, Dari, Deutsch, Englisch, Farsi, Persisch, Russisch, Türkisch, weitere Sprachen mit Sprachmittlung","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",IGPP Handlungsfeld Drogen/Sucht,"Der Drogennotdienst berät alle Menschen aus Tempelhof-Schöneberg und ganz Berlin zu allen Fragen rund um Sucht und Drogen. Man kann an 365 Tagen im Jahr mit oder ohne Termin zu uns kommen. Wir führen Einzelgespräche, bieten aber auch Gruppen an. Wir vermitteln bei Bedarf in weiterführende Hilfen. Wir beraten auch mit Sprachmittlung. Zu uns können auch Angehörige kommen.",Genthiner Straße,48,,10785,Tempelhof-Schöneberg,Schöneberg,030 233240200,dnd@notdienstberlin.de,https://drogennotdienst.de/,nein,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,"14:00 - 19:00 (im Büloweck, Bülowstr. 106)",14:00 - 19:00 (Ab Mai 2025),"Termine können vereinbart werden: vor Ort, telefonisch, per Mail, Online",An Feiertagen 14:00 - 19:00 Uhr.,52.4996,13.35525,true
