Anzeigen;ID;Einrichtung;Prio;Schlagworte;Zielgruppe;Träger;Kategorie;Beratungsmöglichkeiten;Sprachen;Barrierefreiheit;Über uns;Strasse;Hausnummer;Zusatz;PLZ;Bezirk;Stadtteil;Telefonnummer;EMail;Website;24 h/7 Tage;Montag;Dienstag;Mittwoch;Donnerstag;Freitag;Samstag;Sonntag;Art der Anmeldung;Weitere Öffnungszeiten;lat;long
1;183;Berliner Aids-Hilfe e.V.;mittel;Traurigkeit & Verzweiflung, Beziehung zu anderen Menschen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Divers, LSBTIQ*, Angehörige;Divers, LSBTIQ*, Angehörige;Berliner Aids-Hilfe e. V.;IGPP Handlungsfeld Sexuell übertragbare Infektionen;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung, Rückrufservice, Videoberatung, Online Chat;Deutsch, Bulgarisch, Englisch, Französisch, Polnisch, Rumänisch, Russisch, Dänisch, Schwedisch, Spanisch, Italienisch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Beratungsstelle für HIV-positive Menschen und Alle, Fragen zu HIV, Aids, Hepatitis und andere sexuell übertragbare Erkrankungen haben. Es gibt Testangebote, verschiedene Gruppen, ein Café und Aufklärung durch Veranstaltungen. Viele Angebote werden von Ehrenamtlichen gemacht. Es gibt die Möglichkeit sich selbst in der Aids-Hilfe zu engagieren.;Kurfürstenstraße;130;0;10785;Tempelhof-Schöneberg;Schöneberg;030 8856400;info@berlin-aidshilfe.de;https://www.berlin-aidshilfe.de;nein;10:00 - 18:00;10:00 - 20:00;10:00 - 18:00;10:00 - 18:00;10:00 - 18:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail, Online;;52.50214;13.35291
1;318;Berliner Krebsgesellschaft e.V.;hoch;Körperliche Erkrankungen, Angehörige;Angehörige;Berliner Krebsgesellschaft e.V.;IGPP Handlungsfeld Besondere Bedarfslagen;Vor Ort in der Einrichtung, Telefonberatung, Videoberatung;Deutsch, Englisch, Türkisch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;"Die Berliner Krebsgesellschaft e.V. ist eine Non-Profit-Organisation, die seit über sechzig Jahren zum Wohle von Krebspatient;innen in Berlin tätig ist. Kostenfreie persönliche Beratung, direkte Hilfe und weitreichende Unterstützung von Patient:innen und Angehörigen sind unsere Kernaufgaben. Weitere wichtige Aufgaben sind Aufklärung und Information der Berliner Bevölkerung sowie Förderung der Krebsforschung und der ärztlichen Weiterbildung. Ziel unserer gemeinnützigen Organisation ist es, die Lebensqualität der Betroffenen zu verbessern und ihre Heilungschancen zu erhöhen.
Zu den Schwerpunkten der Beratungsstelle der Berliner Krebsgesellschaft e.V. gehören neben Beratungsangeboten mit sozialer und psychologischer Schwerpunktsetzung, die Familienberatung für Familien mit einem von Krebs betroffenen Elternteil sowie ein spezialisiertes kultursensibles Beratungsangebot in türkischer Sprache. Ein ausführliches Kursprogramm und angeleitete Gesprächsgruppen ergänzen das Angebot. Das Beratungsangebot der Berliner Krebsgesellschaft e.V.  orientiert sich an den „Leitlinien für ambulante psychosoziale Krebsberatungsstellen“ der Deutschen Krebsgesellschaft";Robert-Koch-Platz;7;0;10115;Mitte;Mitte;030 2700070;beratung@berliner-krebsgesellschaft.de;https://www.berliner-krebsgesellschaft.de;nein;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.52775;13.37797
1;96;Berliner Krisendienst Charlottenburg-Wilmersdorf;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;"Albatros gGmbH ; Caritasverband für das Erzbistum Berlin e.V.; Neuhland Hilfe in Krisen gGmbH; Kontakt- und Begegnungsstätte e.V. (KBS e.V.); Krisen- und Beratungsdienst e.V. (KUB e.V.); Platane 19 gGmbH";Krisendienst;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung;Deutsch, Englisch;Rollstuhlgerechter Zugang;Der Berliner Krisen-Dienst bietet Ihnen: Beratung in einer Krise und Gespräche mit Fachleuten, die helfen können. Unsere Fachleute kennen sich aus mit Menschen, die eine Krise haben. Sie kennen auch besondere Probleme von Menschen mit Lernschwierigkeiten oder mit einer psychischen Erkrankung. Wir vermitteln auch zu anderen Hilfe-Einrichtungen.;Horstweg;2;0;14059;Charlottenburg-Wilmersdorf;Charlottenburg;030 39063-20;info@berliner-krisendienst.de;https://www.berliner-krisendienst.de;nein;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;Überregionaler Bereitschaftsdienst aller Regionen. Nachts von 0:00 Uhr bis 8:00 Uhr und an den Wochenenden und Feiertagen von 8:00 bis 16:00 Uhr (in dringenden Fällen Hausbesuche, Ärzt*in in Rufbereitschaft): Große Hamburger Straße 5, 10115 Berlin-Mitte, im Ärztehaus Hedwig, Aufgang 1, EG links. Telefon 030 390 63 10. Werktags von 8 bis 16 Uhr nur telefonische Information und Weitervermittlung – Telefon 030 390 63 10.;52.51186;13.29579
1;111;"Berliner Krisendienst Lichtenberg, 
Marzahn-Hellersdorf";niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;"Albatros gGmbH ; Caritasverband fu?r das Erzbistum Berlin e.V.; Neuhland Hilfe in Krisen gGmbH; Kontakt- und Begegnungssta?tte e.V. (KBS e.V.); Krisen- und Beratungsdienst e.V. (KUB e.V.); Platane 19 gGmbH";Krisendienst;Vor Ort in der Einrichtung, Telefonberatung, Videoberatung;Deutsch, Englisch, ggf. können Dolmetscher hinzugezogen werden;Rollstuhlgerechter Zugang;Der Berliner Krisen-Dienst bietet Ihnen: Beratung in einer Krise und Gespräche mit Fachleuten, die helfen können. Unsere Fachleute kennen sich aus mit Menschen, die eine Krise haben. Sie kennen auch besondere Probleme von Menschen mit Lernschwierigkeiten oder mit einer psychischen Erkrankung. Wir vermitteln auch zu anderen Hilfe-Einrichtungen.;Irenenstraße;21a;0;10317;Marzahn-Hellersdorf;Lichtenberg;030 3906370;info@berliner-krisendienst.de;https://www.berliner-krisendienst.de/ich-brauche-hilfe/lichtenberg-marzahn-hellersdorf/;nein;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;Geschlossen;Geschlossen;Termine können vereinbart werden: ;Überregionaler Bereitschaftsdienst aller Regionen. Nachts von 0:00 Uhr bis 8:00 Uhr und an den Wochenenden und Feiertagen von 8:00 bis 16:00 Uhr (in dringenden Fällen Hausbesuche, Ärzt*in in Rufbereitschaft): Große Hamburger Straße 5, 10115 Berlin-Mitte, im Ärztehaus Hedwig, Aufgang 1, EG links. Telefon 030 390 63 10. Werktags von 8 bis 16 Uhr nur telefonische Information und Weitervermittlung – Telefon 030 390 63 10.;52.50942;13.50015
1;468;"Berliner Krisendienst Mitte, 
Friedrichshain-Kreuzberg";niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;"Albatros gGmbH ; Caritasverband für das Erzbistum Berlin e.V.; Neuhland Hilfe in Krisen gGmbH; Kontakt- und Begegnungsstätte e.V. (KBS e.V.); Krisen- und Beratungsdienst e.V. (KUB e.V.); Platane 19 gGmbH";Krisendienst;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung;Deutsch, Englisch, ggf. können Dolmetscher hinzugezogen werden;Rollstuhlrechter Zugang;"Der Berliner Krisen-Dienst bietet Ihnen: Beratung in einer Krise
Gespräche mit Fach-Leuten, die helfen können.
Unsere Fach-Leute kennen sich aus mit Menschen, die eine Krise
haben. Sie kennen auch besondere Probleme von Menschen
mit Lernschwierigkeiten oder mit einer psychischen
Erkrankung. 
Vermittlung zu anderen Hilfe-Einrichtungen.";Große Hamburger Straße;5;0;10115;Mitte;Mitte;030 3906310;info@berliner-krisendienst.de;https://www.berliner-krisendienst.de/ich-brauche-hilfe/mitte-friedrichshain-kreuzberg/;nein;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;Keine Anmeldung nötig. ;Überregionaler Bereitschaftsdienst aller Regionen. Nachts von 0:00 Uhr bis 8:00 Uhr und an den Wochenenden und Feiertagen von 8:00 bis 16:00 Uhr (in dringenden Fällen Hausbesuche, Ärzt*in in Rufbereitschaft): Große Hamburger Straße 5, 10115 Berlin-Mitte, im Ärztehaus Hedwig, Aufgang 1, EG links. Telefon 030 390 63 10. Werktags von 8 bis 16 Uhr nur telefonische Information und Weitervermittlung – Telefon 030 390 63 10.;52.52591;13.3984
1;117;Berliner Krisendienst Neukölln;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;"Albatros gGmbH ; Caritasverband fu?r das Erzbistum Berlin e.V.; Neuhland Hilfe in Krisen gGmbH; Kontakt- und Begegnungssta?tte e.V. (KBS e.V.); Krisen- und Beratungsdienst e.V. (KUB e.V.); Platane 19 gGmbH";Krisendienst;Vor Ort in der Einrichtung, Telefonberatung, Videoberatung;Deutsch, Englisch, ggf. können Dolmetscher hinzugezogen werden;Keine Angabe;Der Berliner Krisen-Dienst bietet Ihnen: Beratung in einer Krise und Gespräche mit Fachleuten, die helfen können. Unsere Fachleute kennen sich aus mit Menschen, die eine Krise haben. Sie kennen auch besondere Probleme von Menschen mit Lernschwierigkeiten oder mit einer psychischen Erkrankung. Wir vermitteln auch zu anderen Hilfe-Einrichtungen.;Karl-Marx-Straße;23;0;12043;Friedrichshain-Kreuzberg;Neukölln;030 3906390;info@berliner-krisendienst.de;https://www.berliner-krisendienst.de/ich-brauche-hilfe/neukoelln/;nein;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;Geschlossen;Geschlossen;Termine können vereinbart werden: ;Überregionaler Bereitschaftsdienst aller Regionen. Nachts von 0:00 Uhr bis 8:00 Uhr und an den Wochenenden und Feiertagen von 8:00 bis 16:00 Uhr (in dringenden Fällen Hausbesuche, Ärzt*in in Rufbereitschaft): Große Hamburger Straße 5, 10115 Berlin-Mitte, im Ärztehaus Hedwig, Aufgang 1, EG links. Telefon 030 390 63 10. Werktags von 8 bis 16 Uhr nur telefonische Information und Weitervermittlung – Telefon 030 390 63 10.;52.48488;13.42801
1;102;Berliner Krisendienst Pankow;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;"Albatros gGmbH ; Caritasverband fu?r das Erzbistum Berlin e.V.; Neuhland Hilfe in Krisen gGmbH; Kontakt- und Begegnungssta?tte e.V. (KBS e.V.); Krisen- und Beratungsdienst e.V. (KUB e.V.); Platane 19 gGmbH";Krisendienst;Vor Ort in der Einrichtung, Telefonberatung, Videoberatung;Deutsch, Englisch, ggf. können Dolmetscher hinzugezogen werden;Keine Angabe;Der Berliner Krisen-Dienst bietet Ihnen: Beratung in einer Krise und Gespräche mit Fachleuten, die helfen können. Unsere Fachleute kennen sich aus mit Menschen, die eine Krise haben. Sie kennen auch besondere Probleme von Menschen mit Lernschwierigkeiten oder mit einer psychischen Erkrankung. Wir vermitteln auch zu anderen Hilfe-Einrichtungen.;Mühlenstraße;48;0;13187;Pankow;Pankow;030 3906340;info@berliner-krisendienst.de;https://www.berliner-krisendienst.de/ich-brauche-hilfe/pankow/;nein;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;Überregionaler Bereitschaftsdienst aller Regionen. Nachts von 0:00 Uhr bis 8:00 Uhr und an den Wochenenden und Feiertagen von 8:00 bis 16:00 Uhr (in dringenden Fällen Hausbesuche, Ärzt*in in Rufbereitschaft): Große Hamburger Straße 5, 10115 Berlin-Mitte, im Ärztehaus Hedwig, Aufgang 1, EG links. Telefon 030 390 63 10. Werktags von 8 bis 16 Uhr nur telefonische Information und Weitervermittlung – Telefon 030 390 63 10.;52.56016;13.41205
1;105;Berliner Krisendienst Reinickendorf;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;"Albatros gGmbH ; Caritasverband fu?r das Erzbistum Berlin e.V.; Neuhland Hilfe in Krisen gGmbH; Kontakt- und Begegnungssta?tte e.V. (KBS e.V.); Krisen- und Beratungsdienst e.V. (KUB e.V.); Platane 19 gGmbH";Krisendienst;Vor Ort in der Einrichtung, Telefonberatung, Videoberatung;Deutsch, Englisch, ggf. können Dolmetscher hinzugezogen werden;Rollstuhlgerechter Zugang;Der Berliner Krisen-Dienst bietet Ihnen: Beratung in einer Krise und Gespräche mit Fachleuten, die helfen können. Unsere Fachleute kennen sich aus mit Menschen, die eine Krise haben. Sie kennen auch besondere Probleme von Menschen mit Lernschwierigkeiten oder mit einer psychischen Erkrankung. Wir vermitteln auch zu anderen Hilfe-Einrichtungen.;Berliner Straße;25;0;13507;Reinickendorf;Tegel;030 390 6350;info@berliner-krisendienst.de;https://www.berliner-krisendienst.de/ich-brauche-hilfe/reinickendorf/;nein;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;Überregionaler Bereitschaftsdienst aller Regionen. Nachts von 0:00 Uhr bis 8:00 Uhr und an den Wochenenden und Feiertagen von 8:00 bis 16:00 Uhr (in dringenden Fällen Hausbesuche, Ärzt*in in Rufbereitschaft): Große Hamburger Straße 5, 10115 Berlin-Mitte, im Ärztehaus Hedwig, Aufgang 1, EG links. Telefon 030 390 63 10. Werktags von 8 bis 16 Uhr nur telefonische Information und Weitervermittlung – Telefon 030 390 63 10.;52.58389;13.28844
1;99;Berliner Krisendienst Spandau;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;"Albatros gGmbH ; Caritasverband fu?r das Erzbistum Berlin e.V.; Neuhland Hilfe in Krisen gGmbH; Kontakt- und Begegnungssta?tte e.V. (KBS e.V.); Krisen- und Beratungsdienst e.V. (KUB e.V.); Platane 19 gGmbH";Krisendienst;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung;Deutsch, Englisch;Keine Angabe;Der Berliner Krisen-Dienst bietet Ihnen: Beratung in einer Krise und Gespräche mit Fachleuten, die helfen können. Unsere Fachleute kennen sich aus mit Menschen, die eine Krise haben. Sie kennen auch besondere Probleme von Menschen mit Lernschwierigkeiten oder mit einer psychischen Erkrankung. Wir vermitteln auch zu anderen Hilfe-Einrichtungen.;Charlottenstraße 13;13;0;13597;Spandau;Spandau;030 3906330;info@berliner-krisendienst.de;https://www.berliner-krisendienst.de;nein;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;Überregionaler Bereitschaftsdienst aller Regionen. Nachts von 0:00 Uhr bis 8:00 Uhr und an den Wochenenden und Feiertagen von 8:00 bis 16:00 Uhr (in dringenden Fällen Hausbesuche, Ärzt*in in Rufbereitschaft): Große Hamburger Straße 5, 10115 Berlin-Mitte, im Ärztehaus Hedwig, Aufgang 1, EG links. Telefon 030 390 63 10. Werktags von 8 bis 16 Uhr nur telefonische Information und Weitervermittlung – Telefon 030 390 63 10.;52.53685;13.20303
1;108;"Berliner Krisendienst Steglitz-Zehlendorf, 
Tempelhof-Schöneberg";niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;"Albatros gGmbH ; Caritasverband fu?r das Erzbistum Berlin e.V.; Neuhland Hilfe in Krisen gGmbH; Kontakt- und Begegnungssta?tte e.V. (KBS e.V.); Krisen- und Beratungsdienst e.V. (KUB e.V.); Platane 19 gGmbH";Krisendienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch, Englisch, ggf. können Dolmetscher hinzugezogen werden;Keine Angabe;Der Berliner Krisen-Dienst bietet Ihnen: Beratung in einer Krise und Gespräche mit Fachleuten, die helfen können. Unsere Fachleute kennen sich aus mit Menschen, die eine Krise haben. Sie kennen auch besondere Probleme von Menschen mit Lernschwierigkeiten oder mit einer psychischen Erkrankung. Wir vermitteln auch zu anderen Hilfe-Einrichtungen.;Schloßstraße;128;0;12163;Steglitz-Zehlendorf;Steglitz;030 3906360;info@berliner-krisendienst.de;https://www.berliner-krisendienst.de/ich-brauche-hilfe/steglitz-zehlendorf-tempelhof-schoeneberg/;nein;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;Überregionaler Bereitschaftsdienst aller Regionen. Nachts von 0:00 Uhr bis 8:00 Uhr und an den Wochenenden und Feiertagen von 8:00 bis 16:00 Uhr (in dringenden Fällen Hausbesuche, Ärzt*in in Rufbereitschaft): Große Hamburger Straße 5, 10115 Berlin-Mitte, im Ärztehaus Hedwig, Aufgang 1, EG links. Telefon 030 390 63 10. Werktags von 8 bis 16 Uhr nur telefonische Information und Weitervermittlung – Telefon 030 390 63 10.;52.46423;13.32814
1;114;Berliner Krisendienst Treptow-Köpenick;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;"Albatros gGmbH ; Caritasverband fu?r das Erzbistum Berlin e.V.; Neuhland Hilfe in Krisen gGmbH; Kontakt- und Begegnungssta?tte e.V. (KBS e.V.); Krisen- und Beratungsdienst e.V. (KUB e.V.); Platane 19 gGmbH";Krisendienst;Vor Ort in der Einrichtung, Telefonberatung, Videoberatung;Deutsch, Englisch, ggf. können Dolmetscher hinzugezogen werden;Rollstuhlgerechter Zugang;Der Berliner Krisen-Dienst bietet Ihnen: Beratung in einer Krise und Gespräche mit Fachleuten, die helfen können. Unsere Fachleute kennen sich aus mit Menschen, die eine Krise haben. Sie kennen auch besondere Probleme von Menschen mit Lernschwierigkeiten oder mit einer psychischen Erkrankung. Wir vermitteln auch zu anderen Hilfe-Einrichtungen.;Spreestraße;6;0;12439;Treptow-Köpenick;Niederschöneweide;030 3906380;info@berliner-krisendienst.de;https://www.berliner-krisendienst.de/ich-brauche-hilfe/treptow-koepenick/;nein;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;16:00 - 00:00;Geschlossen;Geschlossen;Termine können vereinbart werden: ;Überregionaler Bereitschaftsdienst aller Regionen. Nachts von 0:00 Uhr bis 8:00 Uhr und an den Wochenenden und Feiertagen von 8:00 bis 16:00 Uhr (in dringenden Fällen Hausbesuche, Ärzt*in in Rufbereitschaft): Große Hamburger Straße 5, 10115 Berlin-Mitte, im Ärztehaus Hedwig, Aufgang 1, EG links. Telefon 030 390 63 10. Werktags von 8 bis 16 Uhr nur telefonische Information und Weitervermittlung – Telefon 030 390 63 10.;52.45751;13.51256
1;465;Berliner Präventionspraxis;mittel;Gaming, Alkohol, Drogen, Medikamente, Kiffen, Angehörige, Kinder & Jugendliche;Angehörige, Kinder & Jugendliche;Fachstelle für Suchtprävention Berlin gGmbH;Sonstiges von der SenWGPG gefördertes Projekt;Vor Ort in der Einrichtung, Telefonberatung, Rückrufservice, Videoberatung;Deutsch, Englisch, Weitere Sprachen, Spanisch, auf Anfrage weitere Sprachen mittels Sprachmittler*in möglich;0;"Die Berliner Präventionspraxis bietet Unterstützung im Umgang mit Herausforderungen der Pubertät für Erziehende, Jugendliche und Fachkräfte, die mit Jugendlichen arbeiten. 

Die Themenfelder umfassen dabei erste Konsumerfahrungen oder auch emotionale Überforderung und Konflikte.

Wir beraten Sie zeitnah, unkompliziert und kostenfrei – ob persönlich in unseren Räumlichkeiten, per Zoom oder telefonisch.";Gutsmuthsstraße;23;2. OG;12163;Steglitz-Zehlendorf;Steglitz;030 29352644;info@berlin-praeventionspraxis.de;https://www.berlin-suchtpraevention.de/projekte/berliner-praeventions-praxis-raus-aus-der-grauzone/;nein;Geschlossen;10:00 - 17:00;12:00 - 17:00;Geschlossen;09:00 - 14:00;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;Termine können auch außerhalb der Öffnungszeiten vereinbart werden.;52.46467;13.32517
1;156;BeSu Berlin - Beratungsstelle für suizidbetroffene An- und Zugehörige;hoch;Traurigkeit & Verzweiflung, Beziehung zu anderen Menschen, Angehörige;Angehörige;Telefonseelsorge Berlin e.V.;IGPP Handlungsfeld Besondere Bedarfslagen;Vor Ort in der Einrichtung, Telefonberatung, Videoberatung;Deutsch, Englisch;Keine Angabe;In Einzelgesprächen vor Ort, per Telefon oder Video bieten wir persönliche Beratung zur Entlastung, Unterstützung und Stabilisierung für Menschen an, die von Suiziddrohungen, Suizidversuchen oder einem vollendeten Suizid betroffen sind. Zudem bieten wir angeleitete Gruppen an.;Nansenstraße;27;0;12047;Neukölln;Neukölln;030 62732734;mail@besu-berlin.de;https://www.besu-berlin.de;nein;Geschlossen;10:00 - 17:00;10:00 - 15:00;10:00 - 17:00;10:00 - 15:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.49104;13.4319
